,Rating,Review,Comment
908,4,"So I've been using Poco X2 for about a week now . Damm son this phone is soooo good . Mark my words 120hz display makes night and day difference . I was using the OG Poco F1 . And this phone feels so much more smoother , and the 730G is more than capable . The camera is amazing , performance is amazing . Now coming to the battery life , two words ""MIND BLOWN"" , I'm getting a battery life of 9hrs on 120hz and 12 hrs on 60hz !!! Overall amazing phone value for money .READ MORE",Brilliant
909,2,"Good mobile F1 is best than this budget, refresh is not better than I expect ... , Over-all this mobile is best to use .... I am using this mobile for 10 daysREAD MORE",Pretty good
910,5,I like very much. Very good quality evry thing is good I jest love it poco is only pocoAnd delivery is very goodREAD MORE,Perfect product!
911,3,Hi guys something is special mobile 120 😇refresh reat special to me e and very sweet compare to Samsung S10 Plus something is right but 🥺battery is very fast draining.  I am very happy with play pubg this device☺️☺️ TNX POCO🤗READ MORE,Good
912,4,"Battery drain quickly, when you play games or watch movies...display is ips not amoled display, it would have been better if they given us amoled +120hz refresh rate. I also have samsung A70s with amoled screen , its display wis stunning, good contrast...i will suggest go for amoled if they are providing 90hz or above rate.mobile is little heavy .READ MORE",Wonderful
913,5,Incredible phone for its price. Super fluid with an amazing camera. Low light photography inside home is quite amazing. MI UI also is also quite good. Definitely value for money.READ MORE,Highly recommended
914,5,If you are worried about the display let me tell you right away it's one of the best ips displays on the market.It gets really bright so readability is not an issue in sunlight especially when I am taking photos outside all my wallpapers look crisp. Performance is wat you expect you can play any game you want and the phone will take it smoothly I played pubg at high settings and did not face any issue .The camera is the best under 20k but the lens on the primary camera is a bit too wide in my...READ MORE,Great product
915,5,Pros - 120hz big displayFast processorBest in class cameraBest in class build qualityWhy people are rating negative -Those who expect an iphone class experience under 20k . Please be reasonable for what you ask.Those who are confused about display. Let me tell you that i own oneplus 7t ...120hz is actually better than 7t but since it has low grade processer and phone will eventually lag a bit so it won't feel that smooth but again NO OTHER PHONE is better than this one under 20k.READ MORE,Super!
916,4,"Well...I was very excited about this phone ..N yaah it met with my expectation though not fully...Overall , good n decent phone in considerable budget amount...READ MORE",Good quality product
917,5,"No one is giving such type of specs in this segment. Although, realme 6 pro is good in many aspects. But if u want following things that no one have .1.camera beast sony imx 686 2. Hi-res audio3 support hdr 104. Biggest display in this prize range.5. 120 hz that no one have6.adorable design.7. Side mounted finger print is extremely fastest than any other phones.Then its a great deal under 20 k.READ MORE",Must buy!
918,5,Best smart phone under 20k. Worth for every penny spent. Camera is good. But battery can be a little better.READ MORE,Must buy!
919,5,For moderate users battery backup is good. It's nearly about 38 to 40hrs after charging 100% on 60htz refresh rate.. It's a good deal. Camera is awesome. When i got my phone firstly I clicked the photo n then i zoomed it n checked for breaking of the image. But the experience was awesome. If you are a moderate user.. photography lover then it's an awesome phone. You can go for this👌READ MORE,Terrific
920,5,"I haven't thought they will deliver it faster then the time they given thanks for that,Now about phone has been good as i have buyed it for my family member who is normal user, it is fine but not for hard user.. go for realme x2 it is far best beleive me when comes to camera and display...Except that everything is same...READ MORE",Perfect product!
921,4,very nice phone at this price.some time display not work at 120hz it's automatically work at 60 hz and heating problem.overall this is best phone.READ MORE,Good quality product
922,5,Camera is best in this segment battery life is excellent it last me around 1.5 days of battery backup I am using it on single SIM dual sim I can't tell the battery backup side fingerprint sensor is excellent people who use 2 sims and micro sd card at same time it is a con for them this comes with a hybrid slot people who want to use that look for other phone.othervise the product is very good go for itREAD MORE,Classy product
923,5,"Superb product in these prize. It has a good camera, best display and good performance. Many customers faces battery drain issue because they use 120hz refresh rate, it requires high power. I have no issue with poco X2 because Iam using 60hz. So, overall performance is great than I expected.READ MORE",Perfect product!
924,5,"I will do the product review later ,I hv not set up the product . Though delivery is late due to lockdown but the delivery guy from flipkart is delivering my door step is nice guy ,very cordial.Now, poco x2 is awesome device in this price range .I hv 6gb 128gb device which giving me 10hrs sot with 120hz & 13 hrs sot in 60hz & man this device with 120hz refresh rate is so nice ,it's like flagship device with budget price. After using this smoothness u can't able to use normal device it's ligh...READ MORE",Terrific purchase
925,4,"Got delivered after 2 months and 11days because of the lockdown but here is my review for the device.pros:*display(bright and smooth better than any ips display out there in this price)*camera(rare camera is fantastic but selfie camera is not that good)*performance(games run smoothly without any lag or stutter)*27w charger(charging speed is good 90+ in one hour)*design (it looks way better than the pictures on Flipkart, i liked it) cons:*battery (if you don't play much games then it...READ MORE",Wonderful
926,4,"Nice camera quality, front camera focus not adjust properly shooting videos, but nice performance sometime battery issue, but overall good smartphone mid range phone, I will give you 90 marks out of 100 but company chahe to is tarah k issue update vgerh se dur kar sakti hai jis se performance or improve ho sakta haiREAD MORE",Very Good
